Email,Appliance_order_num,seasonal_efficiency_ratio,heat_performance_factor
gsimilton@warephase.com,1,50.6,18.3
gskulski@zotware.com,2,34.3,24
gskursky@yearin.com,1,44,15.5
gspringe@bioplex.com,2,43.8,20.7
gstockham@sunnamplex.com,1,37.5,23.7
gstockham@sunnamplex.com,2,44.4,19.1
gtagala@dambase.com,1,33.3,22.6
gtawil@toughzap.com,2,36.1,22.1
gtawil@toughzap.com,3,48.3,21.3
gthyberg@rantouch.com,2,32.7,19.6
gthyberg@rantouch.com,3,62.6,23.7
gtimenez@y-corporation.com,2,34.3,24.1
gtimenez@y-corporation.com,3,38.4,19.6
gtjepkema@codehow.com,1,32.8,20.2
gtjepkema@codehow.com,2,41.4,22.6
gtjepkema@codehow.com,3,58,18.4
gtjepkema@codehow.com,4,33.2,22.4
gtjepkema@plusstrip.com,1,53.4,28.9
gtjepkema@plusstrip.com,5,34.1,21.9
gtomasulo@scottech.com,3,46.1,24.3
gtomasulo@year-job.com,2,40.9,24.4
gtomasulo@year-job.com,4,29.9,26.7
gtomblin@statholdings.com,2,11.3,21.3
gtomblin@statholdings.com,4,51.3,27.2
gtromblay@singletechno.com,4,30.5,26.3
gturinetti@mathtouch.com,1,40.3,22.5
gturinetti@mathtouch.com,2,55.4,21.5
gvanheusen@faxquote.com,1,45.1,21
gvenere@cancity.com,1,53.9,21.8
gvenere@gogozoom.com,6,53,19.8
gvenere@gogozoom.com,9,44.5,23.2
gventura@toughzap.com,1,53.2,27.9
gwaycott@sumace.com,2,51.9,17.7
gwaycott@sumace.com,6,34,16.6
gwaymire@bioplex.com,1,60.9,22.1
gwaymire@bioplex.com,3,38.9,18.6
gweglarz@opentech.com,2,41.8,29.2
gweglarz@opentech.com,3,48.6,21.3
gwiklund@cancity.com,1,28.8,23.7
gwiklund@cancity.com,2,40.8,19.3
gwildfong@kan-code.com,2,39.6,22.9
gworlds@lexiqvolax.com,1,64.2,16.4
gwrinkles@hatfan.com,4,31.9,18.4
gwrinkles@hatfan.com,7,37.9,22.6
habdallah@golddex.com,1,44.4,23.1
hbarfield@isdom.com,1,45.6,19.7
hbarfield@isdom.com,4,64.2,18.2
hbevelacqua@inity.com,1,50,26.8
hbevelacqua@konmatfix.com,1,58.3,28.6
hbevelacqua@konmatfix.com,3,37.1,23.3
hbevelacqua@konmatfix.com,5,55.1,24.9
hbevelacqua@konmatfix.com,6,40,22.2
hblackwood@konex.com,1,53,29.6
hboulter@cancity.com,1,49.3,24
hbuemi@newex.com,1,49.3,27.9
hbuemi@newex.com,2,16,17.3
hbuvens@betatech.com,3,21.3,20.8
hcandlish@kinnamplus.com,2,43.6,20.5
hchavous@gogozoom.com,2,39,24.2
hchavous@openlane.com,1,58.5,22.4
hchavous@openlane.com,3,36.3,21.3
hchickering@dambase.com,2,46.9,12.8
hchickering@dambase.com,3,42.6,32.6
hcork@betatech.com,1,31.6,19.3
hcork@betatech.com,4,51.3,23.4
hcoyier@goodsilron.com,3,18,28
hcrupi@dontechi.com,1,43.5,8.2
hcrupi@dontechi.com,2,48.6,17.2
hcrupi@dontechi.com,3,36.2,25.9
hdelasancha@finjob.com,1,49.4,25.6
hdemesa@zoomit.com,1,57.6,25
hdemesa@zoomit.com,2,42.2,11.1
hdemesa@zoomit.com,4,50,26.3
hdemesa@zoomit.com,7,56.2,27.7
hdewar@domzoom.com,1,45.5,20.1
hdorshorst@ontomedia.com,1,22,17
heroman@treequote.com,3,45.7,25.3
heroman@treequote.com,4,37,23
hfillingim@kan-code.com,3,44,20.5
hfoller@doncon.com,2,38.6,16.5
hfoller@doncon.com,5,42,20.8
hfrancescon@iselectrics.com,2,27.9,27.5
hfrerking@bioplex.com,1,11.3,15.4
hfrerking@bioplex.com,2,33.6,18.3
hfrey@inity.com,1,55.1,20.4
hfrey@inity.com,3,27.6,18
hfunnell@zencorporation.com,2,46.8,22.2
hgato@ontomedia.com,1,47,21.9
hgesick@betasoloin.com,2,64,26.3
hgiguere@zotware.com,2,30.4,22.4
hgood@groovestreet.com,1,40.2,17.8
hgrenet@streethex.com,1,49.2,17.3
hhagele@konex.com,2,33.9,30.8
hharabedian@zotware.com,2,34.8,25.1
hharabedian@zotware.com,3,37.8,25.6
hheintzman@zencorporation.com,1,47.1,20.6
hheintzman@zencorporation.com,4,42.9,23.7
hhoffis@zumgoity.com,1,43.4,21.3
hhoneywell@groovestreet.com,4,52.4,25.5
hhoneywell@labdrill.com,3,56.3,21.5
hhughey@ganjaflex.com,3,37,17.9
hhughey@ganjaflex.com,5,64.1,22
hkannady@silis.com,3,38.2,17.8
hkannady@silis.com,5,48.9,18
hkannady@silis.com,6,35.4,24.4
hkippley@faxquote.com,3,46.2,21.4
hkownacki@kan-code.com,4,38.4,25.4
hkownacki@kan-code.com,7,39.4,23.4
hkusko@rundofase.com,1,42.5,27.6
hleinenbach@plexzap.com,3,41.7,26.7
hleinenbach@zoomit.com,1,32.7,26.3
hlinahan@scottech.com,4,43.7,26.2
hlizama@zoomit.com,1,26.7,20.9
hlouissant@dalttechnology.com,1,52.9,25.8
hlouissant@dalttechnology.com,3,50.1,20.2
hlouissant@j-texon.com,2,34.9,20.3
hlouissant@rundofase.com,1,57.4,21.7
hlouissant@rundofase.com,2,61.5,22.3
hlouissant@rundofase.com,3,45.3,13.4
hmalet@funholding.com,1,41.4,17
hmalet@funholding.com,5,47.8,23.3
hmclaird@bioplex.com,5,46.3,24.9
hmclaird@bioplex.com,6,21.8,25.1
hmeteer@openlane.com,1,59.9,25
hmeteer@openlane.com,2,46.8,23
hnachor@green-plus.com,2,53.1,23.5
hnachor@green-plus.com,4,35.1,26.5
hnayar@finhigh.com,2,31.3,21.7
hnayar@finhigh.com,3,38.3,24.2
hnievas@groovestreet.com,1,39.8,17.6
holdroyd@silis.com,2,37.5,17.2
hpadilla@zathunicon.com,2,54.5,30.5
hpelkowski@hottechi.com,2,48,28.8
hpelkowski@hottechi.com,3,38.3,17.8
hrhymes@codehow.com,1,34.5,19.8
hrhymes@codehow.com,2,32.6,23.9
hrhymes@codehow.com,3,57.5,17.9
hrhymes@codehow.com,4,70.1,23.2
hrim@dalttechnology.com,3,69.7,20.6
hrim@dalttechnology.com,4,41.1,19.9
hriopelle@y-corporation.com,1,53.9,24.6
hsaulter@ontomedia.com,3,40.5,14.9
hsaulter@ontomedia.com,5,56.6,20.3
hsaulter@ontomedia.com,7,51.2,23.2
hsaulter@scotfind.com,1,38.6,27.5
hsaulter@scotfind.com,5,43.3,19.4
hscheyer@goodsilron.com,3,28.8,29.4
hschmierer@plusstrip.com,3,32.6,22.3
hsergi@year-job.com,1,45.3,23
hsergi@year-job.com,2,53.5,18.9
hsergi@year-job.com,3,51.4,29.9
hsergi@year-job.com,4,53.9,17.3
hsetter@bioholding.com,1,49.5,25.6
hsetter@bioholding.com,6,35.4,14.9
hsetter@bioholding.com,7,31.6,19.3
hstimmel@bioholding.com,1,34.6,27.9
hstorment@konmatfix.com,1,54.8,21.6
hstorment@konmatfix.com,4,59.6,21.8
hstorment@konmatfix.com,5,48,22.6
hstorment@konmatfix.com,6,52.2,19.1
hstorment@konmatfix.com,7,39.5,23
hsuell@mathtouch.com,1,52.9,25.5
hsuell@mathtouch.com,2,47,14.3
htawil@conecom.com,2,49.8,19.2
htegarden@finjob.com,3,56.7,25.7
hthreets@gogozoom.com,3,43.7,14.7
htjepkema@green-plus.com,1,63.5,24.2
hvanheusen@nam-zim.com,3,38.7,27.2
hventura@inity.com,2,29.3,17
hventura@inity.com,3,42.4,23.5
hventura@inity.com,5,48,19.5
hventura@inity.com,7,30.5,18.2
hvillanueva@mathtouch.com,3,43.4,22.3
hweglarz@plexzap.com,1,37,25.1
hweglarz@plexzap.com,3,40.3,21.5
hwhobrey@ron-tech.com,1,29.2,21.5
hwildfong@zotware.com,1,51.2,23.1
hwolny@j-texon.com,1,74.7,21
hwolny@j-texon.com,2,38.3,26.5
hzepp@ganjaflex.com,2,52.5,24.1
hzepp@ganjaflex.com,3,72,19.8
hzepp@kan-code.com,1,18.7,22.4
ialbares@sunnamplex.com,1,43.6,23.8
ialbares@sunnamplex.com,4,45.1,27.6
iandreason@plusstrip.com,1,36.2,23.2
iauffrey@plussunin.com,3,35.6,21.8
iauffrey@plussunin.com,4,50.6,24.9
ibachman@zoomit.com,1,41.3,17.9
iclaucherty@zoomit.com,1,60.4,17.9
iclaucherty@zoomit.com,3,46.6,36.4
idubaldi@zumgoity.com,1,36,17.5
idubaldi@zumgoity.com,2,53.5,20.3
ifeichtner@silis.com,5,38.6,23.6
ifeichtner@silis.com,7,15.1,25
iisaacs@doncon.com,2,26.8,31.2
ikoppinger@stanredtax.com,4,40.2,21.5
ikownacki@gogozoom.com,1,27.2,20.8
imalvin@ontomedia.com,1,48.4,25.8
imanno@finhigh.com,5,53.2,21.3
imaynerich@newex.com,1,45.6,20.5
imunns@dontechi.com,3,49.8,21.7
ipaa@plexzap.com,1,43.3,20.9
ipaa@plexzap.com,2,19.8,16.7
ipaa@plexzap.com,3,46.4,25.1
iparvis@scotfind.com,1,37.7,19.4
irodeigues@konex.com,3,46,28.4
iscipione@j-texon.com,1,54.9,23.7
iscipione@j-texon.com,2,43.6,26.6
iscipione@j-texon.com,3,33.6,19.7
iscipione@j-texon.com,9,33,19.8
itomasulo@zotware.com,4,42.1,17.8
jarias@labdrill.com,2,44,23.9
jarias@labdrill.com,6,58.3,14.9
jarias@labdrill.com,10,57.7,17.3
jbayless@scottech.com,1,53.1,21.7
jbayless@scottech.com,4,55.3,22.1
jbeech@zumgoity.com,2,64.5,20.1
jbeech@zumgoity.com,3,45.6,25.8
jbevelacqua@codehow.com,3,45.9,17
jblackwood@stanredtax.com,2,34.8,13.2
jblackwood@stanredtax.com,3,32.8,21.2
jblunk@kinnamplus.com,1,51.9,23.4
jbookamer@dambase.com,1,38.8,23.7
jbookamer@dambase.com,2,41.4,28.9
jbookamer@donquadtech.com,5,39.6,19.6
jbookamer@donquadtech.com,6,45.8,28.5
jborgman@codehow.com,2,47.4,24.2
jborgman@codehow.com,3,32.1,19.8
jborgman@statholdings.com,2,36.6,22.9
jboulter@groovestreet.com,2,23.1,22.3
jbourbon@funholding.com,2,39,20
jbourbon@funholding.com,4,53.7,18.4
jbourbon@y-corporation.com,1,51.6,21.9
jbrideau@finhigh.com,2,40.5,15.9
jbruschke@stanredtax.com,1,45.9,24.3
jbuemi@mathtouch.com,3,31.4,31.2
jbuvens@toughzap.com,1,29.5,25.9
jbuzick@funholding.com,1,48.9,23.6
jbuzick@funholding.com,3,12.1,22.1
jcaiafa@fasehatice.com,3,41.2,27
jcampain@betasoloin.com,1,18.7,21
jcantres@sumace.com,2,39.3,27.2
jcartan@golddex.com,3,26.6,24.3
jcartan@opentech.com,4,37.3,19.1
jcartan@opentech.com,5,43.4,22.7
jcartan@opentech.com,6,36.6,26.6
jchesterfield@konmatfix.com,4,35.7,21.9
jchui@donquadtech.com,1,46.3,21
jchui@donquadtech.com,3,30.6,28.2
jchui@lexiqvolax.com,3,55.4,27.7
jcolla@hatfan.com,2,52.7,20.8
jcolla@hatfan.com,3,51.5,22.9
jcolla@silis.com,1,31.7,27.4
jcomnick@zathunicon.com,1,44.8,20.8
jcoody@codehow.com,1,50.1,24.4
jcoody@codehow.com,2,41.8,26.9
jcoody@codehow.com,5,43.6,20.4
jcoody@codehow.com,9,36.6,23.5
jcorrington@hottechi.com,3,40.9,26.6
jcraghead@singletechno.com,3,27.1,16.8
jcraghead@singletechno.com,6,42.9,19.7
jdenooyer@treequote.com,1,32.7,25.5
jdenooyer@treequote.com,3,37.2,18
jemigh@dambase.com,1,44.2,22.5
jemigh@dambase.com,3,41.7,22.6
jennaco@labdrill.com,2,44.3,23.7
jennaco@labdrill.com,4,25.1,24.9
jeschberger@openlane.com,3,40.6,16.8
jeschberger@openlane.com,4,59.3,18.2
jfallick@gogozoom.com,1,44.5,22.6
jfarrar@bioplex.com,3,31,24.1
jfarrow@condax.com,1,33.4,22.6
jfelger@plexzap.com,1,36.7,24.3
jfelger@yearin.com,3,51.3,18.5
jfern@toughzap.com,2,36.4,20.4
jfigeroa@betasoloin.com,2,54.6,20.9
jfillingim@zathunicon.com,1,36.7,21.4
jfillingim@zathunicon.com,4,56.8,23.8
jfishburne@xx-zobam.com,1,57.9,20
jfishburne@xx-zobam.com,3,56.2,28.6
jflister@lexiqvolax.com,3,40.9,19
jfortino@sonron.com,1,34.2,23
jfortino@sonron.com,2,49.4,19.7
jfrancescon@funholding.com,3,34.8,14.7
jfrankel@ontomedia.com,1,37.9,30
jfrankel@silis.com,2,52.9,24
jfredicks@bioholding.com,1,32.6,26.8
jfredicks@hatfan.com,1,49.4,17.7
jfredicks@hatfan.com,2,40.5,24
jfredicks@hatfan.com,4,48.1,21.3
jfredicks@konex.com,3,47.8,21.7
jfredicks@nam-zim.com,1,50.7,15.9
jfunnell@dambase.com,3,33.5,21.5
jfunnell@konmatfix.com,1,51.5,31.6
jfunnell@konmatfix.com,5,53.2,19.2
jgalam@kan-code.com,1,37,15.7
jgalam@kan-code.com,2,38.6,25.3
jgalam@statholdings.com,1,35.3,20.3
jgato@singletechno.com,1,34,22.7
jgehrett@finjob.com,1,52.4,26.2
jgiguere@stanredtax.com,1,31.6,22.2
jgleich@treequote.com,2,47.6,21.8
jglick@golddex.com,1,45.9,23.8
jglick@plussunin.com,1,39.4,20.7
jgoldammer@green-plus.com,2,50.1,30.8
jgotter@labdrill.com,1,35.2,18.5
jgwalthney@faxquote.com,2,28.2,25.2
jgwalthney@faxquote.com,3,39.1,22.4
jhagele@opentech.com,2,25.3,26.5
jhalter@j-texon.com,2,50.7,21.5
jharoldson@j-texon.com,4,40.7,22.8
jharoldson@statholdings.com,1,29.7,20.7
jhiatt@kan-code.com,2,35.6,23.4
jhiatt@kan-code.com,3,28.9,24.2
jhidvegi@labdrill.com,5,46.1,22.6
jhidvegi@labdrill.com,6,50.3,20.8
jhidvegi@labdrill.com,7,33,16.7
jhoa@fasehatice.com,1,36.9,22.4
jhoa@kan-code.com,1,45.9,21.4
jhoa@kan-code.com,3,40.4,15.9
jhochard@condax.com,3,43.9,23.7
jhoffis@rantouch.com,1,39.8,29.3
jhoffis@rantouch.com,2,38.6,21.6
jhoopengardner@golddex.com,2,47.4,18.1
jhoopengardner@golddex.com,3,43.1,21.7
jhusser@plexzap.com,1,49.3,26.5
jhusser@plexzap.com,2,29.2,17.9
jhusser@plexzap.com,4,37.4,24
jhusser@zumgoity.com,1,61.5,24.5
jhusser@zumgoity.com,3,24.1,14.7
jisaacs@plussunin.com,1,40.9,19.3
jisaacs@plussunin.com,3,51.7,18.5
jjacobos@ganjaflex.com,1,57.9,19.7
jjacobos@ganjaflex.com,3,48.5,16.4
jjacobos@groovestreet.com,1,43.9,25
jjillson@ontomedia.com,3,47.6,23.8
jjillson@ontomedia.com,5,21.8,26.6
jjillson@ontomedia.com,8,37.6,26.6
jjillson@ontomedia.com,10,51.3,22.8
jkalafatis@conecom.com,1,44,18.7
jkalafatis@conecom.com,2,45.3,21.9
jkalafatis@conecom.com,3,34.4,15.4
jkalafatis@rundofase.com,1,39.6,28.9
jkalafatis@sunnamplex.com,3,47.9,27.7
jkaniecki@ron-tech.com,4,51.9,17.5
jkarpel@warephase.com,1,35.7,23.8
jkarpel@warephase.com,2,42.2,25.2
jkarpel@warephase.com,3,56.7,20.5
jkarpin@scottech.com,3,48.5,23.5
jkippley@dalttechnology.com,1,32.7,15.6
jkitzman@newex.com,3,48.6,35.9
jkitzman@plexzap.com,1,55.2,20.4
jklusman@nam-zim.com,1,42.4,25.2
jklusman@rantouch.com,1,32.7,20.2
jklusman@rantouch.com,2,56.3,23.4
jkownacki@donquadtech.com,3,42.4,24.6
jkownacki@statholdings.com,1,34.8,18.9
jkusko@kan-code.com,4,78.1,18.5
jlabreche@kinnamplus.com,2,47.7,18.3
jlabreche@xx-zobam.com,1,46.5,23.8
jlatzke@zotware.com,1,44.9,22.9
jlayous@zencorporation.com,1,44.7,18.1
jlayous@zencorporation.com,2,68.9,18.2
jlayous@zencorporation.com,4,50.5,20.8
jlietz@plexzap.com,1,36.7,21.5
jlindall@ron-tech.com,1,30.9,27
jlindall@ron-tech.com,2,24.2,23.8
jlindall@ron-tech.com,4,39.5,23.6
jlukasik@blackzim.com,2,47.1,22.4
jlukasik@blackzim.com,3,50.9,12.7
jlungren@faxquote.com,2,33,29.2
jlungren@faxquote.com,3,61.9,16.5
jlungren@isdom.com,1,28.6,28.4
jmaclead@labdrill.com,1,35.8,22.6
jmai@opentech.com,2,56.3,17.7
jmai@opentech.com,3,51.8,16.8
jmaillard@zumgoity.com,3,55.3,18.4
jmallett@openlane.com,3,27,14.8
jmalvin@faxquote.com,2,36.9,25.8
jmarrier@kinnamplus.com,1,41.5,20.6
jmarrier@kinnamplus.com,4,29.2,15.3
jmastella@warephase.com,3,44.9,27.5
jmastella@warephase.com,4,39.4,21.6
jmaynerich@zoomit.com,1,47.5,23.2
jmclaird@xx-holding.com,1,39.4,16.3
jmcrae@newex.com,2,43,19.2
jmeisel@hatfan.com,1,36.1,21.4
jmeisel@labdrill.com,1,42.2,24.9
jmenter@streethex.com,1,38.1,18.7
jmerced@mathtouch.com,3,53.4,23.3
jmerced@mathtouch.com,4,35,20.4
jmirafuentes@donquadtech.com,1,42.2,15.3
jmiro@donware.com,2,55.9,26.5
jmonarrez@doncon.com,2,35.9,18.1
jmonarrez@doncon.com,3,43.5,21.8
jmondella@betatech.com,1,47,14.8
jmondella@scotfind.com,2,43.5,24.4
jmondella@scotfind.com,4,34.5,19.2
jmondella@scotfind.com,6,39.3,27
jmotley@scottech.com,2,37.2,22.4
jmotley@warephase.com,5,38.5,16.5
jmotley@warephase.com,6,48.8,27.2
jmunns@openlane.com,1,29.8,22.7
jmunns@treequote.com,1,39,23.8
jmunns@treequote.com,2,39.9,17.1
jmyricks@donware.com,2,46.4,15.3
jmyricks@plussunin.com,4,47.3,21.1
jneither@scotfind.com,1,41,30.1
jneither@scotfind.com,3,37.2,23.9
jneither@scotfind.com,4,26.9,22.1
jnewville@j-texon.com,2,33.9,21.2
jogg@goodsilron.com,1,67.5,20.3
jogg@goodsilron.com,2,49.7,26
jogg@ron-tech.com,1,45.8,20.1
jogg@ron-tech.com,3,41.6,23.8
jogg@ron-tech.com,5,40.3,22.1
jogg@ron-tech.com,7,56,23.7
joles@groovestreet.com,1,47.5,22.2
joles@groovestreet.com,2,43.8,22.7
joles@groovestreet.com,3,43.8,27.6
joles@groovestreet.com,4,30.3,21.1
jostolaza@sonron.com,1,33.5,20.5
jostolaza@sonron.com,2,48.2,22.3
jpatak@treequote.com,1,38.8,25.1
jpinilla@golddex.com,3,45.5,25.3
jrantanen@ron-tech.com,1,39.7,26.6
jrantanen@ron-tech.com,5,49.9,16
jrantanen@ron-tech.com,6,36.5,19.5
jregusters@openlane.com,2,48,19.8
jregusters@openlane.com,3,38.3,15.9
jreiber@ron-tech.com,1,23.9,21.4
jreiber@ron-tech.com,2,31,18.6
jrhym@bioplex.com,1,47.5,26.2
jrhym@bioplex.com,3,48.2,18
jrhymes@silis.com,1,53.7,21.9
jrim@konex.com,4,33.8,19.7
jrodefer@green-plus.com,3,32.6,26.1
jrodeigues@treequote.com,1,37.4,24.5
jrowling@xx-zobam.com,1,39,22.1
jsahagun@statholdings.com,2,27.2,19.8
jsahagun@statholdings.com,3,27.7,22
jsarao@zencorporation.com,1,41.8,21.4
jsarao@zencorporation.com,4,39.8,21.7
jsaras@donquadtech.com,2,55,29.1
jsaras@donquadtech.com,3,38.1,24.7
jsaras@singletechno.com,3,50.8,25.1
jsarbacher@zotware.com,1,33.6,16.4
jsaylors@ontomedia.com,1,56.7,21.8
jsaylors@ontomedia.com,3,39.3,26
jschmierer@zumgoity.com,2,38.5,18.1
jscriven@doncon.com,6,43.1,25.3
jscriven@doncon.com,11,37.1,21.7
jscriven@gogozoom.com,1,17.6,20.9
jscriven@gogozoom.com,2,47.8,20.9
jscriven@gogozoom.com,4,42.2,38.3
jscriven@j-texon.com,1,48.5,20.4
jseewald@kinnamplus.com,2,39.5,24.8
jsetter@labdrill.com,2,45.1,18.6
jshields@betasoloin.com,4,41.9,23.5
jshin@finjob.com,4,67.4,25.6
jshinko@ontomedia.com,3,55.2,22.8
jshinko@ontomedia.com,4,50.2,24.3
jshinko@ontomedia.com,6,38.3,23.1
jsimilton@j-texon.com,1,48.6,29.6
jsimilton@j-texon.com,2,44.1,15.2
jsimilton@j-texon.com,4,50.6,25.3
jsimilton@plusstrip.com,1,31.2,16.6
jskursky@konmatfix.com,3,46.9,16.5
jslusarski@warephase.com,1,26.4,19.9
jslusarski@warephase.com,3,58.2,24.6
jslusarski@xx-zobam.com,2,43.4,22.6
jsmith@zathunicon.com,4,48.8,19.3
jsmith@zathunicon.com,7,34.7,17.4
jsmith@zathunicon.com,9,36.4,15.3
jspickerman@donquadtech.com,2,26.5,20
jspickerman@donquadtech.com,3,41.6,24.3
jspickerman@donquadtech.com,6,67.3,22.5
jstaback@cancity.com,1,40.7,19.9
jstaback@lexiqvolax.com,3,60.6,20.1
jsteier@streethex.com,1,55.5,17.9
jstockham@gogozoom.com,1,32.9,14.6
jstrassner@faxquote.com,1,49.2,24
jsuell@zencorporation.com,1,45.2,23.5
jswayze@zoomit.com,1,41.2,24.8
jswayze@zoomit.com,3,61.3,23.7
jsweely@betasoloin.com,2,37.2,22.8
jsweely@betasoloin.com,3,57.8,27.9
jsweely@labdrill.com,3,46.3,24.2
jsweigard@green-plus.com,1,38.1,25.7
jsweigard@green-plus.com,2,56,27.8
jsyrop@hatfan.com,4,63.6,24.9
jtegarden@isdom.com,1,56.3,24.1
jtegarden@isdom.com,2,42.5,22.5
jtegarden@isdom.com,4,49.3,22.6
jtheodorov@kan-code.com,2,51.5,20.1
jtimenez@hatfan.com,1,19.1,17.3
jtomasulo@scottech.com,5,35.3,20.7
jtomblin@scotfind.com,1,41.2,15.3
jtreston@dalttechnology.com,3,53.4,18.4
jtromblay@mathtouch.com,1,18,24.9
jtromblay@mathtouch.com,2,52.7,25.4
jupthegrove@plussunin.com,1,56.7,25
jupthegrove@singletechno.com,1,35.7,24.2
juyetake@xx-holding.com,1,49.1,16
juyetake@zathunicon.com,1,56.9,26
jvenere@warephase.com,1,49.2,22.5
jvinning@doncon.com,1,29.5,20.8
jvinning@isdom.com,1,53.2,25.4
jvinning@isdom.com,2,50.9,20
jvinning@isdom.com,3,34.3,26.7
jvizarro@ganjaflex.com,1,25,15.7
jvizarro@ganjaflex.com,3,55.8,22.9
jwalthall@ontomedia.com,2,47.9,28.7
jwalthall@ontomedia.com,3,46.5,24
jwenzinger@inity.com,1,26.9,15.8
jwenzinger@inity.com,2,48.2,29.2
jwenzinger@inity.com,3,48,22.3
jwildfong@zotware.com,1,36.3,19.7
jwildfong@zotware.com,3,22.7,25.2
jwildfong@zotware.com,5,50.4,22
jwildfong@zotware.com,6,39.1,27
jyaw@lexiqvolax.com,3,49,25.3
jyglesias@zumgoity.com,3,48.4,19.5
jyglesias@zumgoity.com,5,32,23.1
jyglesias@zumgoity.com,6,67.2,19.2
kabdallah@condax.com,2,45.8,24.4
kabdallah@condax.com,4,49.4,20.3
kagramonte@labdrill.com,1,50.3,26.9
kalbares@openlane.com,2,40.4,16.6
kamyot@labdrill.com,4,42.7,21.7
kamyot@labdrill.com,6,30.6,22.1
kankeny@statholdings.com,3,36.8,22
kauber@finjob.com,1,53.3,19.1
kbenimadho@konex.com,3,56,24
kbergesen@xx-holding.com,1,41.6,17.9
kberlanga@finjob.com,1,38.2,28
kberlanga@finjob.com,2,37,21.7
kberlanga@finjob.com,3,58.3,22.1
kberlanga@ron-tech.com,1,34.8,22.6
kberray@year-job.com,1,41.7,21.8
kbevelacqua@blackzim.com,1,34.5,22.4
kbevelacqua@xx-zobam.com,3,50.2,24.6
kbiddy@betatech.com,1,32.4,20.3
kbirkner@statholdings.com,3,58.8,17.2
kbookamer@golddex.com,3,45.7,25.6
kbourbon@domzoom.com,1,41.2,25.5
kbrachle@doncon.com,1,35.1,25.8
kbreland@iselectrics.com,2,31.8,18
kbreland@kinnamplus.com,2,46.8,24.1
kbrossart@dontechi.com,1,51.5,19.5
kburnard@plexzap.com,1,31.2,26.5
kcampain@xx-zobam.com,4,41.9,20.1
kcartan@inity.com,5,36.8,20.1
kcartan@rantouch.com,1,45.5,15.9
kcaudy@kinnamplus.com,1,63.2,20.3
kcaudy@kinnamplus.com,4,43.9,23.3
kcentini@dontechi.com,2,28.7,26.5
kcentini@dontechi.com,3,36.3,25.7
kcetta@plexzap.com,4,48.4,24.2
kcomnick@bioholding.com,2,53.6,23.9
kcomnick@bioholding.com,3,49.2,21.5
kcorrington@sunnamplex.com,1,47.4,18.3
kcorrington@sunnamplex.com,2,43.9,30.9
kcorrington@sunnamplex.com,3,40.1,27.5
kcousey@zotware.com,3,35.8,23.6
kcraghead@singletechno.com,1,43.3,18.6
kcrupi@funholding.com,2,52.1,26.6
kcrupi@yearin.com,1,56,28.9
kdallen@newex.com,1,30.3,22.5
kdallen@newex.com,3,50.7,24.7
kdaufeldt@groovestreet.com,1,48.3,22.1
kdaufeldt@groovestreet.com,2,31.5,22.1
kdaufeldt@groovestreet.com,3,62.6,19.2
kdegonia@donware.com,1,43.4,19.5
kdegroot@bioholding.com,1,56.4,19.8
kdelasancha@codehow.com,1,52.9,18.5
kdemesa@openlane.com,4,49.2,21.1
kdevreese@goodsilron.com,1,46,19.6
kdopico@codehow.com,1,54.6,19.6
kduenas@conecom.com,2,51.6,17
kduenas@conecom.com,3,68.7,16.2
kduenas@conecom.com,4,41.1,29.3
kferencz@fasehatice.com,3,43.6,21
kferrario@bioholding.com,1,34.2,18.4
kferrario@bioholding.com,3,50.7,20.5
kfrey@zathunicon.com,2,42.1,28
kgibes@bioplex.com,1,44.7,24.3
kgibes@bioplex.com,3,47.5,32.5
kgiguere@donquadtech.com,2,34,23.5
kgiguere@donquadtech.com,6,40.4,18.8
kglick@treequote.com,2,55.1,18.9
kgobern@treequote.com,2,53.4,23.9
kgobern@treequote.com,4,34.1,17.8
kgudroe@dalttechnology.com,1,40.6,22.9
khalsey@kinnamplus.com,1,44.8,28.5
khamilton@labdrill.com,1,43.7,20.5
khamilton@openlane.com,1,16,29.3
khamilton@openlane.com,4,43.9,20.6
khanafan@bioplex.com,4,31,27.2
kherritt@sumace.com,2,64.9,25.5
khollack@bioplex.com,1,53.7,19.7
khollack@bioplex.com,2,44.1,17.2
khudnall@zoomit.com,2,24.3,18.4
khudnall@zoomit.com,4,49.8,19.1
kjacobos@toughzap.com,3,54.7,25.9
kkannady@zencorporation.com,1,35.4,21.8
kkannady@zencorporation.com,4,41.3,25.4
kkardas@sonron.com,2,56.9,17.1
kkardas@sonron.com,3,49.8,20.2
kkardas@xx-zobam.com,1,48.3,22.6
kkardas@xx-zobam.com,2,28,25.6
kkeetch@gogozoom.com,2,55.4,28
kketelsen@sumace.com,1,47,15.8
kketelsen@sumace.com,3,43.9,19.3
kklimek@stanredtax.com,3,41.2,19.7
kklimek@sumace.com,1,49.8,21.9
kklonowski@lexiqvolax.com,1,30,22.9
kkulzer@dontechi.com,3,50.3,22.1
kkulzer@j-texon.com,3,34.7,17.1
klabreche@betasoloin.com,1,41.7,23.6
klabreche@betasoloin.com,3,64.7,24.2
klacovara@sumace.com,1,54.8,30.1
klacovara@sumace.com,2,33.2,23
klawler@zotware.com,4,35.2,26.9
kleto@iselectrics.com,3,41.7,27.4
kleto@iselectrics.com,4,51.1,20
klietz@plusstrip.com,3,54.6,19.7
klimmel@green-plus.com,2,24.5,17.5
klimmel@green-plus.com,3,54.6,21.5
