Email,Square_footage,Home_type,Cool_setting,Heat_setting,Zip_code
rcantres@sonron.com,1148,apartment,74,72,67512
rcartan@opentech.com,471,mobile home,75,70,58782
rcentini@bioplex.com,1571,house,73,69,20310
rchaffins@condax.com,793,condominium,74,68,63964
rchavous@dontechi.com,361,apartment,74,72,20534
rchickering@gogozoom.com,1688,house,75,75,58351
rchickering@rantouch.com,402,condominium,,76,83001
rcorrio@newex.com,434,apartment,73,72,74355
rcousey@dontechi.com,49,condominium,,75,79430
rcoyier@finhigh.com,742,apartment,73,75,7938
rcronauer@newex.com,1635,house,70,72,59745
rcrupi@condax.com,1470,apartment,71,,37642
rcrupi@sunnamplex.com,881,house,71,,32060
rdemesa@finjob.com,1108,apartment,72,69,62336
rdenooyer@hatfan.com,1177,apartment,73,67,98448
rdenooyer@openlane.com,2651,house,,74,27695
rdenooyer@plexzap.com,1725,condominium,72,,48049
rdenooyer@rundofase.com,732,house,,76,8253
rdevreese@yearin.com,1245,house,,76,59064
rdewar@j-texon.com,1160,apartment,,71,48857
rdhamer@golddex.com,1438,condominium,72,73,58763
rdickerson@blackzim.com,527,apartment,,72,42786
rdickerson@groovestreet.com,3174,house,74,72,48859
rdilliard@year-job.com,207,house,72,65,56350
rdinos@scotfind.com,210,mobile home,72,64,24448
rdorshorst@labdrill.com,912,apartment,75,70,85610
rdrymon@gogozoom.com,477,apartment,75,72,54017
reanes@toughzap.com,1114,apartment,,72,51546
rehmann@bioholding.com,1871,house,,65,1741
rehmann@fasehatice.com,2229,townhome,76,,95050
remigh@condax.com,476,apartment,,74,68869
remigh@treequote.com,2067,condominium,,76,92407
rennaco@bioholding.com,1364,apartment,71,76,87011
reroman@y-corporation.com,1177,house,75,70,94820
reschberger@streethex.com,1324,house,,66,37376
rfeichtner@betasoloin.com,109,house,,65,40324
rfeichtner@zotware.com,1342,house,,70,63557
rfelger@dambase.com,1977,house,70,73,34451
rfern@iselectrics.com,1156,condominium,,73,15628
rfigeroa@streethex.com,1122,townhome,,,17859
rfillingim@konex.com,2030,house,75,73,7090
rflister@fasehatice.com,2637,house,73,,62856
rfoller@faxquote.com,537,townhome,,70,86551
rfrancescon@dambase.com,64,townhome,69,72,81079
rfrankel@cancity.com,57,apartment,72,70,47024
rfrey@condax.com,782,house,74,,56313
rgabisi@fasehatice.com,87,apartment,73,76,72613
rgalam@labdrill.com,512,townhome,,74,30428
rgarufi@xx-holding.com,76,house,,78,2127
rgehrett@konex.com,639,house,72,73,56035
rgellinger@stanredtax.com,1696,house,,71,6776
rgellinger@sunnamplex.com,562,apartment,73,73,11794
rgesick@kan-code.com,480,condominium,,70,48610
rgibes@finhigh.com,1351,house,,75,84910
rgibes@opentech.com,1778,apartment,,72,43920
rglick@xx-zobam.com,398,apartment,,70,3060
rgochal@hottechi.com,2370,apartment,71,75,21672
rgood@labdrill.com,49,apartment,,68,67543
rgood@nam-zim.com,2912,townhome,,,44035
rhalter@ganjaflex.com,740,townhome,71,70,24818
rhalter@konmatfix.com,1264,house,,68,33432
rhanafan@ontomedia.com,744,apartment,73,76,606
rharnos@lexiqvolax.com,925,house,70,76,70165
rharoldson@labdrill.com,891,apartment,,74,44331
rharoldson@plexzap.com,1273,house,72,73,91606
rharoldson@yearin.com,1971,house,74,,19941
rhauenstein@rangreen.com,370,mobile home,76,68,85211
rhaufler@faxquote.com,741,apartment,,70,25423
rhaufler@ron-tech.com,1899,townhome,72,71,1702
rhaufler@sonron.com,407,apartment,,75,96786
rhaufler@stanredtax.com,609,apartment,,65,49501
rheimann@konex.com,1355,house,,,83286
rheintzman@silis.com,689,house,76,69,50950
rhengel@yearin.com,215,house,,73,72629
rhiatt@warephase.com,1052,apartment,,68,91401
rhiatt@zathunicon.com,771,apartment,72,71,78349
rhirpara@newex.com,686,townhome,72,73,917
rhochard@plussunin.com,1602,house,75,71,52233
rhollack@labdrill.com,1485,condominium,72,74,14214
rhoogland@hottechi.com,192,mobile home,,68,90037
rhughey@zoomit.com,156,mobile home,76,68,76538
rinouye@betasoloin.com,132,townhome,72,68,63431
rinouye@rundofase.com,2508,townhome,75,69,4541
rjacobos@sunnamplex.com,1421,condominium,,68,47465
rjayson@scottech.com,1809,house,,70,38960
rjulia@streethex.com,827,house,,74,47136
rjuvera@xx-holding.com,999,house,69,71,95433
rkaniecki@openlane.com,366,apartment,73,73,20876
rkeneipp@konex.com,996,apartment,71,74,71434
rketelsen@j-texon.com,45,apartment,72,76,91759
rkippley@y-corporation.com,1105,apartment,72,75,46410
rkippley@zotware.com,1949,house,,68,68461
rklang@rangreen.com,997,townhome,,74,79768
rkoppinger@newex.com,3398,house,70,74,10914
rkulzer@golddex.com,1003,apartment,69,67,83542
rkusko@finhigh.com,131,townhome,74,68,52219
rlacovara@green-plus.com,1393,apartment,,72,16215
rlary@iselectrics.com,1280,house,,74,77027
rlary@j-texon.com,1199,apartment,76,,12481
rlawler@conecom.com,767,apartment,,,18616
rlawler@lexiqvolax.com,124,house,71,76,78953
rlayous@conecom.com,753,apartment,70,,36505
rleto@cancity.com,707,house,75,73,29831
rlietz@betatech.com,898,apartment,74,70,48073
rlietz@donquadtech.com,49,mobile home,69,69,77661
rlietz@isdom.com,2253,condominium,73,76,50590
rlietz@nam-zim.com,465,house,,74,51008
rlietz@statholdings.com,1503,house,75,69,95173
rlimmel@singletechno.com,1268,apartment,70,76,54110
rlinahan@betasoloin.com,1451,townhome,,75,26591
rlindall@ron-tech.com,2052,house,,74,54858
rlizama@zotware.com,1381,apartment,72,74,6062
rlungren@conecom.com,367,apartment,,70,64682
rmai@kinnamplus.com,1188,apartment,,78,19052
rmalet@toughzap.com,525,apartment,75,74,58479
rmallett@rantouch.com,77,apartment,69,71,44044
rmalvin@betatech.com,639,townhome,71,71,34477
rmarrier@treequote.com,191,mobile home,,76,4863
rmartabano@plexzap.com,2424,apartment,73,71,30263
rmccullan@ontomedia.com,545,townhome,71,76,24101
rmconnell@conecom.com,2348,house,,,78229
rmeinerding@toughzap.com,2097,house,68,69,60434
rmenter@inity.com,1820,condominium,72,,97491
rmerced@doncon.com,2205,house,70,76,49088
rmerced@kinnamplus.com,944,townhome,69,68,78739
rmonarrez@lexiqvolax.com,1066,house,,75,56123
rmonarrez@sonron.com,2366,condominium,75,,49322
rmonterrubio@funholding.com,198,mobile home,,73,74536
rmonterrubio@iselectrics.com,244,mobile home,73,,30641
rmorocco@donquadtech.com,2050,house,72,,77252
rmunns@streethex.com,1204,apartment,,71,38146
rnachor@ron-tech.com,790,townhome,,76,73644
rnayar@iselectrics.com,1834,house,,76,54886
rnestle@rundofase.com,2729,townhome,,68,57644
rnestle@scotfind.com,1539,house,,73,94971
rnunlee@labdrill.com,1696,house,75,76,19426
rogg@ontomedia.com,1272,townhome,71,69,29716
roldroyd@fasehatice.com,1052,house,71,65,43756
rostolaza@finjob.com,1446,condominium,,75,37242
rostrosky@stanredtax.com,498,apartment,69,69,46988
rpaa@mathtouch.com,1138,condominium,71,72,25711
rpadilla@plusstrip.com,1101,house,70,72,18021
rpagliuca@bioplex.com,272,apartment,,73,47344
rpagliuca@j-texon.com,1157,townhome,,69,68781
rpagliuca@konmatfix.com,469,apartment,71,76,6109
rpapasergi@labdrill.com,978,condominium,76,72,70640
rpaskin@silis.com,3505,townhome,,70,45631
rpaulas@statholdings.com,19,mobile home,76,72,85230
rpelkowski@golddex.com,1190,apartment,73,68,29938
rperin@codehow.com,1383,house,72,,45329
rperin@scottech.com,2621,house,68,75,63139
rperruzza@green-plus.com,712,apartment,72,,20557
rpoquette@bioholding.com,719,house,72,71,49746
rpugh@gogozoom.com,1402,apartment,72,66,75470
rragel@bioholding.com,1220,townhome,70,70,1541
rragel@dalttechnology.com,372,apartment,,70,77217
rragel@silis.com,1253,townhome,74,,19958
rrhoden@scottech.com,718,apartment,75,69,77070
rrhoden@y-corporation.com,1231,apartment,73,69,87417
rrhoden@zoomit.com,988,house,72,75,43356
rrhym@ontomedia.com,870,apartment,,69,10705
rriopelle@silis.com,1319,house,70,,99580
rrodeigues@toughzap.com,861,apartment,,72,93457
rrodenberger@statholdings.com,936,house,74,71,85641
rrulapaugh@xx-holding.com,689,apartment,75,,64014
rsaras@condax.com,824,house,,71,1821
rsawchuk@green-plus.com,498,apartment,69,73,29151
rsawchuk@openlane.com,1879,townhome,69,72,69154
rschemmer@ganjaflex.com,135,apartment,74,75,99506
rscheyer@scotfind.com,675,house,69,72,28657
rschieler@donware.com,775,house,70,,6250
rscipione@codehow.com,1296,house,75,74,75418
rscriven@isdom.com,650,house,73,73,99694
rshadrick@ron-tech.com,794,house,,70,95838
rshin@golddex.com,1151,apartment,72,75,38328
rsilvestrini@hatfan.com,704,apartment,71,71,73642
rskulski@dontechi.com,437,apartment,73,64,98599
rstaback@faxquote.com,166,mobile home,74,71,92316
rsteffensmeier@xx-holding.com,2064,house,69,69,32508
rsteier@labdrill.com,1164,house,72,72,10308
rstem@inity.com,1300,house,71,,80302
rstenseth@j-texon.com,934,house,70,68,92354
rstoltzman@j-texon.com,885,apartment,,67,20866
rstoltzman@y-corporation.com,1277,townhome,70,69,15423
rstorment@yearin.com,120,townhome,71,,44816
rstrassner@goodsilron.com,584,condominium,,,80329
rstuer@bioplex.com,3065,house,71,72,33911
rstuer@zumgoity.com,2283,house,74,70,91214
rsturiale@funholding.com,748,apartment,,69,43013
rsturiale@y-corporation.com,1308,apartment,74,76,39480
rsuell@y-corporation.com,670,apartment,,77,21529
rsuffield@faxquote.com,43,apartment,75,74,45317
rswayze@conecom.com,1527,house,,72,20544
rswayze@fasehatice.com,884,apartment,73,74,42402
rsweely@zoomit.com,322,mobile home,68,75,17872
rtegarden@scottech.com,881,townhome,74,76,48153
rtegarden@silis.com,819,apartment,70,70,32147
rtheodorov@openlane.com,1374,apartment,73,,2861
rtheodorov@streethex.com,1509,house,73,,49126
rtillotson@doncon.com,517,apartment,74,,16018
rtimenez@plexzap.com,710,condominium,72,,52332
rtoelkes@konmatfix.com,133,apartment,,68,37887
rtolfree@finjob.com,721,townhome,,74,92709
rtomblin@faxquote.com,1376,house,72,70,18701
rtoyama@dontechi.com,1575,townhome,,,57262
rtromblay@yearin.com,440,apartment,74,72,29071
rvanausdal@lexiqvolax.com,952,apartment,,66,41397
rvanausdal@toughzap.com,1451,house,73,75,84322
rvanheusen@cancity.com,1295,house,,76,44033
rvarriano@betasoloin.com,779,apartment,74,75,45145
rventura@condax.com,1754,townhome,72,68,18631
rvinning@gogozoom.com,2182,house,72,76,52650
rvonasek@groovestreet.com,606,apartment,72,68,40256
rvonasek@newex.com,2288,house,75,76,39302
rvonasek@sumace.com,767,apartment,76,67,60037
rwalthall@gogozoom.com,1461,house,73,71,13698
rwaycott@j-texon.com,871,townhome,70,71,79565
rwenzinger@zathunicon.com,1134,house,72,74,31303
rwhobrey@hottechi.com,655,condominium,74,75,64121
rwhobrey@nam-zim.com,135,apartment,74,,984
rwitten@nam-zim.com,1183,condominium,75,77,93645
rwolfgramm@nam-zim.com,1404,house,,,22514
rwolny@funholding.com,1723,house,,,12729
rworlds@singletechno.com,4779,house,72,70,16692
rworlds@zoomit.com,2997,apartment,,73,86336
ryaw@sonron.com,1039,apartment,74,,64670
ryum@warephase.com,148,house,73,73,17585
rzane@zencorporation.com,973,apartment,72,,56533
rzurcher@scotfind.com,978,apartment,,,48061
sadkin@codehow.com,883,condominium,69,66,14803
sadkin@ontomedia.com,2041,house,71,74,55436
sadkin@rangreen.com,972,house,,,13415
sagramonte@donquadtech.com,3566,house,,68,67505
sagramonte@groovestreet.com,343,apartment,73,68,45255
salbares@donware.com,436,apartment,,71,20886
samigon@labdrill.com,1035,condominium,74,,76958
sandreason@goodsilron.com,294,mobile home,73,73,3106
sandreason@scotfind.com,448,mobile home,73,75,98082
sangalich@faxquote.com,793,house,73,70,1438
sangalich@stanredtax.com,301,mobile home,73,77,97272
sasar@codehow.com,942,condominium,74,69,83223
sauber@ontomedia.com,1368,condominium,73,73,92314
sauffrey@xx-holding.com,158,house,75,71,65634
sbachman@xx-holding.com,953,townhome,71,72,18245
sbarfield@kan-code.com,889,apartment,,72,61943
sbennick@lexiqvolax.com,813,house,72,,51343
sberganza@betatech.com,747,apartment,,,97042
sberganza@donquadtech.com,1583,apartment,72,76,32092
sberlanga@rangreen.com,1249,house,75,73,66543
sberlanga@rantouch.com,1185,house,,,99561
sberray@zotware.com,629,house,,68,16743
sbevelacqua@konmatfix.com,1773,apartment,73,67,13691
sbirkner@toughzap.com,1264,house,75,72,50587
sblackwood@stanredtax.com,104,townhome,,75,83114
sblunk@ganjaflex.com,1366,apartment,75,76,51467
sbolognia@sunnamplex.com,1101,townhome,76,71,18109
sbookamer@doncon.com,859,townhome,,71,785
sbookamer@green-plus.com,952,apartment,74,78,57015
sboord@doncon.com,1062,apartment,,65,4854
sboulter@finhigh.com,486,mobile home,75,77,44135
sbourbon@fasehatice.com,645,townhome,73,73,16925
sbowley@donware.com,1331,condominium,76,76,13668
sbreland@newex.com,1359,condominium,74,66,27820
sbriddick@condax.com,259,house,,72,35615
sbrucato@opentech.com,638,apartment,,76,77375
sbruschke@toughzap.com,1740,house,72,70,54311
sbubash@toughzap.com,612,house,,70,63860
sbuemi@dalttechnology.com,478,apartment,75,69,61858
scaldarera@treequote.com,2851,house,73,69,19547
scanlas@warephase.com,744,condominium,,71,13141
scartan@streethex.com,369,apartment,,68,8804
scartan@treequote.com,1010,house,73,69,77481
scentini@ron-tech.com,1001,apartment,73,73,17090
schaffins@golddex.com,1614,house,,,73301
schaffins@xx-holding.com,261,house,73,75,33417
schesterfield@zencorporation.com,403,apartment,,69,6468
scloney@konmatfix.com,1410,house,71,71,3837
scolaizzo@dambase.com,916,house,73,,79008
scomnick@zencorporation.com,1017,apartment,72,70,77065
scookey@stanredtax.com,468,apartment,69,74,27355
scork@j-texon.com,435,apartment,74,72,99790
scorrington@donware.com,2483,house,,69,49895
scorrington@goodsilron.com,864,apartment,75,,66220
sdegonia@yearin.com,787,house,71,67,34428
sdegroot@hatfan.com,1796,house,74,73,50361
sdeleo@betasoloin.com,911,house,75,72,72417
sdeleo@streethex.com,1466,house,,70,58540
sdeleo@xx-zobam.com,87,townhome,68,71,27613
sdemesa@dalttechnology.com,1599,house,,75,53069
sdevreese@streethex.com,2648,townhome,76,70,33037
sdewar@sonron.com,877,house,72,72,43125
sdhamer@fasehatice.com,145,house,72,69,62663
sdiestel@funholding.com,1060,condominium,70,72,544
sdilello@bioplex.com,529,apartment,72,,78752
sdopico@conecom.com,565,house,,75,12031
sdopico@faxquote.com,805,apartment,,,27889
sdorshorst@betasoloin.com,795,townhome,76,70,53581
sdrymon@j-texon.com,747,house,70,72,11795
sduenas@cancity.com,1524,house,,67,27866
sduenas@plussunin.com,1918,house,,76,1059
sehmann@labdrill.com,1463,apartment,75,72,33146
sehmann@treequote.com,530,apartment,69,69,73009
semigh@finjob.com,1396,condominium,,72,45695
sengelberg@rundofase.com,1528,apartment,68,70,23307
sengelberg@sunnamplex.com,1614,house,74,76,36345
sfallick@warephase.com,401,mobile home,69,75,76261
sfarrar@newex.com,797,condominium,72,70,24535
sfelger@fasehatice.com,1720,house,72,76,49448
sfelger@plusstrip.com,1346,house,76,75,14647
sferencz@isdom.com,959,condominium,,68,97131
sferrario@dalttechnology.com,809,house,,,76004
sferrario@inity.com,380,apartment,70,71,49027
sfillingim@finjob.com,1208,townhome,,72,59926
sflosi@goodsilron.com,1990,townhome,,72,13367
sfrankel@fasehatice.com,2251,townhome,74,73,79401
sfrey@openlane.com,734,townhome,,69,66115
sfritz@scotfind.com,920,apartment,69,73,50528
sfunnell@newex.com,1839,house,74,64,84201
sgarufi@rundofase.com,392,apartment,,76,70660
sgehrett@dontechi.com,510,mobile home,73,70,92049
sgellinger@ganjaflex.com,977,townhome,72,65,53215
sgellinger@rundofase.com,1452,house,73,,90711
sgesick@kinnamplus.com,1375,townhome,71,71,63437
sgibes@rantouch.com,1709,apartment,,66,73521
sgillian@silis.com,2102,house,,75,64081
sgleich@doncon.com,336,mobile home,74,73,34228
sgleich@zoomit.com,164,apartment,73,73,61345
sgochal@goodsilron.com,591,townhome,73,68,78076
sgoldammer@j-texon.com,1595,house,76,72,20757
sgoldammer@silis.com,3409,house,72,,32080
sgrenet@sonron.com,1709,house,75,73,20526
shalter@groovestreet.com,2300,house,72,,80139
shalter@zathunicon.com,1282,house,74,68,53597
shamilton@conecom.com,1062,apartment,68,77,41858
sharoldson@sonron.com,976,townhome,72,74,28530
sharoldson@yearin.com,991,apartment,73,68,31729
sharoldson@zoomit.com,382,apartment,72,73,75205
shauenstein@scotfind.com,3349,house,70,69,33935
shengel@konex.com,749,condominium,73,74,39635
shidvegi@yearin.com,103,house,74,70,74013
shirpara@betatech.com,2027,house,69,71,68128
shirpara@cancity.com,1080,apartment,71,76,51027
shochard@ganjaflex.com,1433,townhome,,71,37810
shoogland@scottech.com,531,mobile home,,,27107
shoopengardner@doncon.com,134,townhome,,74,56647
shughey@zotware.com,110,house,73,,12301
shusser@streethex.com,408,apartment,,76,738
sinouye@golddex.com,775,house,,74,49876
sisaacs@betatech.com,989,apartment,72,74,79910
sjacobos@nam-zim.com,327,mobile home,,76,44430
sjayson@ron-tech.com,646,townhome,73,70,7198
sjeanty@scotfind.com,1855,townhome,,,15331
sjeanty@sonron.com,413,apartment,74,70,41759
sjulia@openlane.com,2434,apartment,73,75,80465
sjurney@cancity.com,1228,house,75,,20393
sjuvera@year-job.com,624,house,76,72,83719
skaniecki@xx-zobam.com,2168,house,73,65,48215
skarpin@konmatfix.com,674,apartment,,71,15213
skeetch@scotfind.com,381,apartment,76,74,75364
skiel@sumace.com,1637,townhome,75,74,45298
skiel@zoomit.com,1229,house,,,99549
skines@donquadtech.com,2154,townhome,75,77,1866
skines@plussunin.com,108,mobile home,75,71,61725
skitzman@fasehatice.com,1078,condominium,70,,74931
skitzman@finhigh.com,143,house,72,69,4672
sklang@conecom.com,1742,townhome,73,,75082
sklimek@golddex.com,1087,apartment,71,67,27949
skolmetz@rangreen.com,1284,townhome,74,73,15437
skorando@codehow.com,862,apartment,72,76,5253
skownacki@hatfan.com,334,apartment,,,28651
slatzke@mathtouch.com,581,apartment,71,72,31751
sleinenbach@plussunin.com,982,apartment,75,71,29378
sleto@fasehatice.com,113,townhome,69,72,72303
slinahan@toughzap.com,1767,house,,72,4273
slindall@rundofase.com,659,townhome,73,67,35131
slipke@silis.com,1684,house,72,70,75487
sliukko@stanredtax.com,452,apartment,74,76,25908
sloder@kan-code.com,755,apartment,,72,61202
slorens@openlane.com,2009,house,,73,20733
slouissant@lexiqvolax.com,2348,house,76,70,65321
sluczki@cancity.com,461,mobile home,75,74,3031
sluczki@codehow.com,1940,apartment,,72,20124
slukasik@dontechi.com,844,condominium,72,66,33065
slukasik@finjob.com,715,house,75,68,85012
slungren@nam-zim.com,115,townhome,,71,37096
slungren@ron-tech.com,68,apartment,75,73,87746
smaclead@j-texon.com,204,house,76,76,92055
smaclead@plusstrip.com,129,mobile home,,74,63375
smai@newex.com,498,condominium,74,75,79013
smaile@inity.com,834,apartment,73,71,33247
smaisto@sonron.com,1642,apartment,,68,20508
smalet@golddex.com,2565,condominium,72,73,62028
smanno@blackzim.com,838,townhome,,67,68847
smanno@sonron.com,1620,townhome,72,,16946
smastella@condax.com,1860,house,,69,93642
smauson@funholding.com,731,townhome,72,72,90631
smauson@opentech.com,533,apartment,,65,30701
smaynerich@newex.com,1299,apartment,74,,63774
smcnease@inity.com,252,mobile home,68,69,66838
smconnell@openlane.com,568,apartment,76,64,17527
smcrae@konex.com,1541,house,,75,93670
smcrae@labdrill.com,1816,townhome,72,72,52588
smeinerding@domzoom.com,1012,condominium,73,67,27707
smelnyk@green-plus.com,1001,condominium,75,72,30428
smelnyk@isdom.com,635,house,,69,68728
smelnyk@konmatfix.com,1131,apartment,73,71,56178
smerced@plusstrip.com,225,condominium,72,73,33308
smiro@konex.com,1447,apartment,70,75,14879
smonarrez@blackzim.com,243,mobile home,74,,77081
smonarrez@rantouch.com,1863,townhome,74,71,64834
smonterrubio@ganjaflex.com,850,condominium,,69,99553
smorocco@isdom.com,545,house,70,76,15705
smotley@newex.com,1658,house,,71,62325
smulqueen@lexiqvolax.com,861,condominium,69,70,35277
smunns@betatech.com,1149,townhome,74,68,45820
smyricks@donware.com,547,house,72,71,74825
smyricks@ganjaflex.com,346,apartment,73,73,41472
snayar@plussunin.com,761,apartment,72,75,41010
snicka@bioholding.com,1530,condominium,,71,46534
snicka@doncon.com,494,mobile home,74,75,82442
snicka@sunnamplex.com,57,house,73,73,77988
snicolozakes@plussunin.com,1050,house,71,69,2802
snunlee@fasehatice.com,1502,house,75,,8019
sogg@donware.com,2433,apartment,72,70,51238
sohms@betatech.com,701,condominium,,74,99652
sonofrio@kinnamplus.com,1182,townhome,73,66,77431
spapasergi@statholdings.com,1104,apartment,72,,98373
sparlato@streethex.com,343,townhome,73,73,88022
sparlato@zumgoity.com,1148,house,76,72,34154
spawlowicz@dambase.com,913,house,72,73,96815
spedrozo@conecom.com,903,apartment,71,68,85301
sperigo@goodsilron.com,70,mobile home,70,,62438
sperin@scottech.com,1085,house,75,73,81222
sperin@silis.com,1277,apartment,75,68,20627
sperruzza@kinnamplus.com,1513,apartment,74,74,48040
spolidori@konex.com,933,apartment,73,76,77215
spolidori@year-job.com,1173,house,,74,8609
spolidori@zathunicon.com,963,apartment,69,72,15828
spontoriero@konex.com,2010,apartment,,64,53546
spoquette@funholding.com,3589,apartment,74,73,36115
spoquette@green-plus.com,450,townhome,76,,58431
spoullion@fasehatice.com,2097,townhome,73,,65305
sragel@kinnamplus.com,1786,house,,73,64835
srauser@zathunicon.com,2019,house,72,,63373
sreiber@green-plus.com,582,condominium,73,74,37069
sreitler@bioholding.com,452,apartment,72,66,89125
sreitler@green-plus.com,564,apartment,71,72,48611
sreitler@openlane.com,1484,house,72,76,16858
srentfro@fasehatice.com,861,apartment,73,70,57659
srestrepo@bioplex.com,3433,house,69,65,44112
srhymes@iselectrics.com,742,apartment,,,27853
sriopelle@opentech.com,2028,house,74,67,62690
srochin@kinnamplus.com,1567,condominium,,72,99621
srodefer@faxquote.com,1194,apartment,68,74,45327
sruta@codehow.com,1263,house,73,71,56281
ssahagun@labdrill.com,584,apartment,72,75,93631
ssamu@plexzap.com,1061,house,72,70,22989
ssaulter@sonron.com,1145,condominium,73,73,18064
ssayaphon@rangreen.com,400,mobile home,,72,57567
ssaylors@j-texon.com,865,apartment,71,72,3464
sscheyer@rangreen.com,618,condominium,73,71,37950
sscheyer@stanredtax.com,1345,condominium,75,,29376
sschieler@opentech.com,1165,condominium,,75,71999
sschmaltz@inity.com,1400,house,71,68,71675
sschmaltz@ron-tech.com,1944,apartment,74,75,29901
sschmaltz@xx-holding.com,456,mobile home,74,75,2081
sschmaltz@zencorporation.com,1398,house,,78,56014
sschmierer@zumgoity.com,82,house,,,91715
sschnitzler@sonron.com,514,apartment,68,74,65080
sseewald@isdom.com,1165,apartment,73,67,23603
ssengbusch@yearin.com,2798,house,,,92014
ssergi@toughzap.com,631,house,,,41265
sshadrick@dontechi.com,712,apartment,76,67,93775
sshealy@konmatfix.com,2148,house,71,71,28631
sshields@isdom.com,580,house,72,77,48221
sshinko@iselectrics.com,718,townhome,,69,40748
sshinko@plusstrip.com,584,townhome,73,73,32612
ssilvestrini@sonron.com,1267,house,71,75,68925
ssimilton@betatech.com,1138,apartment,74,,55751
ssimilton@conecom.com,2700,house,73,73,63740
sskursky@gogozoom.com,1791,apartment,,65,40516
sskursky@openlane.com,1104,house,74,73,71254
sslayton@opentech.com,1391,townhome,,71,28375
sslusarski@bioholding.com,1376,townhome,71,,99517
sslusarski@zumgoity.com,1310,house,72,73,85250
sspringe@donware.com,2448,apartment,,73,39406
sstem@rangreen.com,1301,apartment,74,,56654
sstimmel@zathunicon.com,64,apartment,74,76,75029
sstrassner@year-job.com,1452,apartment,73,,61701
sswayze@finhigh.com,1254,condominium,76,73,29920
ssweely@funholding.com,1624,house,,77,33711
stawil@rundofase.com,924,apartment,75,71,47246
stegarden@rantouch.com,1194,house,73,,4033
stegarden@warephase.com,493,apartment,71,70,92239
stegarden@zoomit.com,610,townhome,,73,1536
stillotson@doncon.com,1036,apartment,73,74,60436
stimenez@dalttechnology.com,423,apartment,72,72,65787
stjepkema@isdom.com,1951,house,,76,30071
stomasulo@rundofase.com,1542,townhome,72,78,97458
stromblay@scottech.com,272,house,72,68,28250
sturinetti@sumace.com,2990,townhome,72,69,8828
sturinetti@year-job.com,822,apartment,73,,44514
suyetake@plussunin.com,3263,townhome,71,73,48767
svanausdal@xx-holding.com,31,mobile home,74,70,68764
svarriano@dontechi.com,2437,house,72,72,36353
svillanueva@year-job.com,1056,apartment,74,69,4279
svocelka@zotware.com,1120,condominium,74,,76857
svonasek@isdom.com,536,condominium,71,72,2056
svonasek@plussunin.com,436,mobile home,73,71,34107
sweglarz@nam-zim.com,1335,house,70,74,56386
sweight@rundofase.com,1302,apartment,75,75,43005
swesterbeck@zencorporation.com,1886,house,75,72,91496
swhobrey@zumgoity.com,697,townhome,74,70,58402
swieser@rundofase.com,2066,townhome,70,77,80612
swildfong@lexiqvolax.com,2937,apartment,73,73,41254
swolfgramm@openlane.com,1653,condominium,71,77,47470
swolfgramm@opentech.com,928,apartment,69,70,43501
swolny@gogozoom.com,1384,house,,,73755
sworlds@plussunin.com,2022,condominium,,70,29373
syaw@stanredtax.com,836,apartment,73,,8885
syaw@statholdings.com,1382,townhome,,,4776
szurcher@stanredtax.com,1274,townhome,72,77,37015
tadkin@dambase.com,674,townhome,73,73,63359
tadkin@year-job.com,2496,house,74,65,73859
tagramonte@cancity.com,758,apartment,,73,54303
tahle@rangreen.com,1061,house,73,75,40036
tahle@rundofase.com,1127,apartment,69,,5702
talbares@donquadtech.com,548,condominium,,68,3688
tandreason@fasehatice.com,443,apartment,69,70,3062
tarceo@sumace.com,937,apartment,74,74,96727
tarias@hatfan.com,62,apartment,,75,68420
tarias@zencorporation.com,1200,house,,74,19559
tauber@statholdings.com,1535,house,,71,97112
tauffrey@silis.com,337,mobile home,71,70,23508
tbaltimore@dambase.com,1547,house,74,73,97114
tbatman@toughzap.com,598,townhome,68,71,15334
tbennick@xx-holding.com,1465,house,73,70,32765
tberganza@bioplex.com,3558,house,72,73,44615
tberlanga@opentech.com,447,apartment,74,73,79373
tberray@newex.com,739,apartment,73,71,51238
tbevelacqua@iselectrics.com,2200,house,73,70,32530
tbilden@doncon.com,1794,house,73,66,78838
tbirkner@zoomit.com,1073,house,,,48442
tblackwood@kan-code.com,87,house,73,73,934
tblunk@warephase.com,832,apartment,74,75,10014
tborgman@goodsilron.com,513,apartment,75,78,730
tbourbon@ron-tech.com,582,house,72,69,35504
tbrachle@codehow.com,1070,apartment,72,69,88410
tbrachle@finhigh.com,655,house,75,70,15133
tbrachle@plusstrip.com,1169,condominium,,76,65347
tbreland@finjob.com,1067,apartment,69,64,1902
tbriddick@golddex.com,1554,condominium,,64,63143
tbriddick@warephase.com,506,townhome,70,68,85223
tbrideau@fasehatice.com,937,apartment,,76,30423
tbrossart@zathunicon.com,847,apartment,,71,34203
tbrucato@betasoloin.com,114,house,75,64,86361
tbrucato@singletechno.com,1336,house,69,,2401
tbubash@year-job.com,478,apartment,,,95865
tbuvens@green-plus.com,1455,house,73,69,23119
tcaiafa@goodsilron.com,1256,apartment,75,74,19814
tcampain@inity.com,439,apartment,71,72,30823
tcandlish@dalttechnology.com,855,house,70,68,18938
tcantres@opentech.com,531,townhome,73,,652
tcaudy@conecom.com,1661,townhome,75,71,20711
tcaudy@finjob.com,1217,apartment,71,70,59807
