Email,Power_order_num,Generation_type,Battery_storage,Avg_kwh
macuff@iselectrics.com,1,solar-electric,17,27
macuff@iselectrics.com,2,solar-electric,12,23
madkin@faxquote.com,1,solar-electric,60,41
madkin@silis.com,1,solar-electric,43,72
malbares@goodsilron.com,1,solar-electric,27,137
malbares@goodsilron.com,2,solar-electric,23,53
mamigon@donquadtech.com,1,wind,,53
mamigon@ganjaflex.com,1,solar-electric,49,48
mamigon@ganjaflex.com,2,wind,32,23
mamigon@statholdings.com,1,solar-electric,,131
mandreason@faxquote.com,1,solar-electric,16,19
maquas@conecom.com,1,solar-electric,42,69
maquas@conecom.com,2,solar-electric,18,47
marceo@bioplex.com,1,wind,18,20
maredondo@nam-zim.com,1,solar-electric,54,246
mauber@hottechi.com,1,solar-electric,87,177
mauffrey@blackzim.com,1,solar-electric,16,47
mauffrey@inity.com,1,solar-electric,24,78
mbartolet@betatech.com,1,wind,33,116
mbatman@doncon.com,1,solar-electric,,55
mberganza@green-plus.com,1,wind,,186
mberray@groovestreet.com,1,wind,28,119
mbiddy@j-texon.com,1,solar-electric,58,21
mbiddy@j-texon.com,2,solar-electric,16,36
mbitsuie@bioplex.com,1,solar-electric,,32
mblackwood@mathtouch.com,1,solar-electric,63,86
mbookamer@finjob.com,1,solar-electric,32,117
mbourbon@statholdings.com,1,wind,,50
mbubash@streethex.com,1,solar-electric,16,127
mbutt@goodsilron.com,1,solar-electric,19,107
mbuvens@streethex.com,1,solar-electric,172,107
mcaldarera@blackzim.com,1,solar-electric,42,54
mcandlish@nam-zim.com,1,solar-electric,17,18
mcanlas@zotware.com,1,wind,14,46
mcaudy@newex.com,1,solar-electric,23,62
mchui@funholding.com,1,solar-electric,92,140
mcolla@donware.com,1,solar-electric,25,55
mcorrio@finhigh.com,1,solar-electric,47,116
mdallen@mathtouch.com,1,solar-electric,,125
mdelasancha@xx-zobam.com,1,solar-electric,18,122
mdelasancha@xx-zobam.com,2,solar-electric,24,50
mdenooyer@rantouch.com,1,solar-electric,14,36
mdenooyer@yearin.com,1,solar-electric,,80
mdewar@mathtouch.com,1,solar-electric,,53
mdhamer@konex.com,1,solar-electric,,66
mdinos@blackzim.com,1,solar-electric,23,106
mdopico@condax.com,1,solar-electric,17,95
mdubaldi@j-texon.com,1,wind,37,35
mdubaldi@j-texon.com,2,solar-electric,51,122
mduenas@konex.com,1,solar-electric,,19
mestell@j-texon.com,1,solar-electric,,45
mestell@j-texon.com,2,solar-electric,44,187
mferencz@codehow.com,1,solar-electric,60,198
mfillingim@bioplex.com,1,solar-electric,17,22
mfillingim@kinnamplus.com,1,solar-electric,14,17
mfishburne@newex.com,1,wind,15,78
mflosi@streethex.com,1,solar-electric,,24
mfortino@scottech.com,1,solar-electric,,136
mfrancescon@betatech.com,1,wind,37,61
mfrancescon@betatech.com,2,wind,38,32
mgalam@xx-holding.com,1,wind,19,26
mgarufi@betasoloin.com,1,solar-electric,34,134
mgesick@donware.com,1,wind,27,26
mgillian@sonron.com,1,solar-electric,,237
mgleich@y-corporation.com,1,solar-electric,29,65
mglick@stanredtax.com,1,solar-electric,75,33
mgobern@plussunin.com,1,solar-electric,12,41
mgobern@plussunin.com,2,wind,67,55
mgobern@plussunin.com,3,solar-electric,26,107
mgochal@isdom.com,1,solar-electric,76,23
mgreenbush@year-job.com,1,solar-electric,10,30
mgreenbush@zencorporation.com,1,wind,13,62
mgudroe@doncon.com,1,solar-electric,104,167
mharoldson@year-job.com,1,wind,,70
mhauenstein@labdrill.com,1,solar-electric,30,18
mheintzman@codehow.com,1,solar-electric,,106
mhellickson@konex.com,1,solar-electric,22,49
mhirpara@cancity.com,1,solar-electric,16,27
mhoneywell@betatech.com,1,solar-electric,77,23
mhoneywell@sumace.com,1,solar-electric,18,97
minouye@faxquote.com,1,solar-electric,28,102
misenhower@lexiqvolax.com,1,solar-electric,31,17
miturbide@betasoloin.com,1,solar-electric,53,104
mjeanty@betatech.com,1,solar-electric,,53
mjulia@newex.com,1,solar-electric,,172
mjulia@warephase.com,1,solar-electric,72,127
mjuvera@newex.com,1,solar-electric,37,40
mkaniecki@cancity.com,1,solar-electric,101,66
mkeneipp@dambase.com,1,solar-electric,65,231
mklonowski@finhigh.com,1,solar-electric,,52
mkohl@domzoom.com,1,solar-electric,18,64
mkohl@zathunicon.com,1,solar-electric,15,70
mkohl@zathunicon.com,2,solar-electric,22,71
mkolmetz@bioholding.com,1,solar-electric,,19
mkolmetz@bioholding.com,2,solar-electric,30,46
mkoppinger@goodsilron.com,1,solar-electric,28,72
mkoppinger@goodsilron.com,2,wind,31,40
mkorando@finjob.com,1,solar-electric,59,84
mkownacki@isdom.com,1,solar-electric,30,91
mlabreche@donware.com,1,solar-electric,27,71
mlatzke@condax.com,1,solar-electric,,130
mlatzke@openlane.com,1,solar-electric,,23
mlatzke@zumgoity.com,1,solar-electric,12,76
mlawler@ontomedia.com,1,solar-electric,29,154
mlayous@green-plus.com,1,solar-electric,10,102
mlinahan@isdom.com,1,solar-electric,15,65
mlindall@opentech.com,1,solar-electric,69,98
mloder@year-job.com,1,solar-electric,46,95
mloder@year-job.com,2,solar-electric,47,70
mluczki@rantouch.com,1,solar-electric,39,70
mmaillard@stanredtax.com,1,solar-electric,,17
mmalet@plussunin.com,1,solar-electric,27,151
mmanno@nam-zim.com,1,solar-electric,14,88
mmartabano@treequote.com,1,solar-electric,,108
mmauson@yearin.com,1,solar-electric,43,40
mmccullan@rantouch.com,1,solar-electric,33,57
mmcdoniel@zathunicon.com,1,solar-electric,15,39
mmcdoniel@zathunicon.com,2,solar-electric,23,67
mmcdoniel@zathunicon.com,3,solar-electric,41,106
mmclaird@xx-zobam.com,1,solar-electric,14,57
mmcnease@nam-zim.com,1,solar-electric,34,73
mmconnell@plussunin.com,1,solar-electric,,73
mmelnyk@mathtouch.com,1,solar-electric,15,230
mmelnyk@scotfind.com,1,solar-electric,15,111
mmirafuentes@donware.com,1,wind,,82
mmonterrubio@domzoom.com,1,solar-electric,13,84
mmonterrubio@domzoom.com,2,solar-electric,,46
mmugnolo@yearin.com,1,solar-electric,14,97
mnicolozakes@nam-zim.com,1,solar-electric,13,59
mostrosky@betatech.com,1,wind,21,22
mostrosky@betatech.com,2,solar-electric,,57
mostrosky@toughzap.com,1,solar-electric,13,22
mpapasergi@mathtouch.com,1,solar-electric,140,138
mpaprocki@hatfan.com,1,solar-electric,36,69
mparvis@hottechi.com,1,solar-electric,29,105
mpaskin@lexiqvolax.com,1,solar-electric,39,58
mpedrozo@dambase.com,1,wind,21,18
mperez@treequote.com,1,solar-electric,27,69
mrentfro@ron-tech.com,1,solar-electric,27,71
mrestrepo@nam-zim.com,1,solar-electric,15,76
mrhym@betasoloin.com,1,wind,17,80
mrhym@ron-tech.com,1,solar-electric,,107
mriopelle@stanredtax.com,1,solar-electric,43,40
mrodeigues@conecom.com,1,solar-electric,39,178
mrodeigues@xx-holding.com,1,solar-electric,20,23
mrowling@rantouch.com,1,solar-electric,40,20
mruta@kan-code.com,1,solar-electric,85,100
mruta@kinnamplus.com,1,solar-electric,14,47
msahagun@domzoom.com,1,wind,11,82
msama@betatech.com,1,solar-electric,32,57
msamu@toughzap.com,1,wind,,128
msarao@lexiqvolax.com,1,solar-electric,144,107
msawchuk@newex.com,1,wind,49,137
mschemmer@zathunicon.com,1,wind,,55
mschirpke@j-texon.com,1,solar-electric,24,55
mschnitzler@ron-tech.com,1,solar-electric,39,88
mseewald@ron-tech.com,1,solar-electric,55,172
msetter@ganjaflex.com,1,solar-electric,13,68
mshields@hatfan.com,1,solar-electric,,49
mshinko@hatfan.com,1,solar-electric,18,22
msilvestrini@zathunicon.com,1,wind,23,78
mskursky@yearin.com,1,solar-electric,51,101
mslusarski@donquadtech.com,1,solar-electric,53,177
msmith@labdrill.com,1,solar-electric,38,120
msmith@labdrill.com,2,solar-electric,,53
mstem@sonron.com,1,solar-electric,55,86
mstenseth@ontomedia.com,1,wind,,30
mstenseth@ontomedia.com,2,wind,11,136
mstenseth@plusstrip.com,1,solar-electric,,19
mstuer@year-job.com,1,solar-electric,89,30
mtagala@cancity.com,1,wind,18,122
mtawil@funholding.com,1,solar-electric,11,15
mtegarden@hatfan.com,1,solar-electric,40,124
mtollner@green-plus.com,1,solar-electric,24,19
mtoyama@zoomit.com,1,solar-electric,,63
mvanheusen@hatfan.com,1,solar-electric,16,257
mvarriano@dalttechnology.com,1,solar-electric,27,80
mvarriano@labdrill.com,1,solar-electric,69,169
mventura@rantouch.com,1,solar-electric,68,114
mvinning@fasehatice.com,1,solar-electric,16,176
mvinning@silis.com,1,wind,,163
mvonasek@xx-holding.com,1,wind,,113
mwaycott@plusstrip.com,1,wind,14,16
mwaymire@zumgoity.com,1,solar-electric,66,23
mweglarz@donquadtech.com,1,solar-electric,,62
mweglarz@donquadtech.com,2,solar-electric,39,149
mweirather@yearin.com,1,solar-electric,46,53
mwenner@plussunin.com,1,solar-electric,18,120
mwesterbeck@faxquote.com,1,wind,17,100
mwhobrey@doncon.com,1,solar-electric,12,19
mwhobrey@rundofase.com,1,wind,24,42
mwhobrey@yearin.com,1,solar-electric,35,61
mwolfgramm@silis.com,1,solar-electric,18,16
mwolny@rantouch.com,1,solar-electric,30,116
mworlds@doncon.com,1,wind,28,16
nacey@dontechi.com,1,solar-electric,34,25
nadkin@zencorporation.com,1,solar-electric,82,19
nandreason@stanredtax.com,1,solar-electric,78,141
nankeny@funholding.com,1,solar-electric,29,123
nberganza@y-corporation.com,1,solar-electric,21,73
nbergesen@ron-tech.com,1,solar-electric,53,24
nbookamer@rangreen.com,1,solar-electric,92,124
nbubash@condax.com,1,wind,16,39
nbubash@condax.com,2,solar-electric,22,100
nchavous@j-texon.com,1,solar-electric,,65
nclaucherty@codehow.com,1,solar-electric,12,82
ncolaizzo@scottech.com,1,solar-electric,32,68
ncolaizzo@yearin.com,1,wind,24,92
ncorrio@toughzap.com,1,solar-electric,,22
ncousey@warephase.com,1,solar-electric,,23
ncoyier@scottech.com,1,solar-electric,13,23
ncraghead@faxquote.com,1,solar-electric,,33
ndaufeldt@ron-tech.com,1,wind,27,16
ndevreese@warephase.com,1,solar-electric,39,91
neschberger@ontomedia.com,1,solar-electric,18,129
nfarrar@sumace.com,1,wind,14,129
nferencz@dambase.com,1,solar-electric,11,90
nflosi@newex.com,1,solar-electric,,69
nfortino@gogozoom.com,1,solar-electric,13,38
nfortino@gogozoom.com,2,solar-electric,28,86
ngarufi@zoomit.com,1,solar-electric,10,40
ngillaspie@plussunin.com,1,solar-electric,,23
ngoldammer@mathtouch.com,1,wind,17,43
ngoldammer@mathtouch.com,2,solar-electric,,73
ngreenbush@gogozoom.com,1,solar-electric,25,41
nheintzman@mathtouch.com,1,solar-electric,33,158
nhirpara@doncon.com,1,solar-electric,13,18
nisaacs@finjob.com,1,wind,27,129
nisaacs@finjob.com,2,wind,,58
nkarpel@treequote.com,1,solar-electric,18,92
nkines@sonron.com,1,solar-electric,19,106
nkorando@codehow.com,1,solar-electric,,86
nlawler@scottech.com,1,solar-electric,33,20
nlayous@xx-zobam.com,1,wind,,53
nleto@goodsilron.com,1,solar-electric,17,87
nlietz@bioholding.com,1,solar-electric,10,17
nmallett@rantouch.com,1,solar-electric,31,22
nmallett@rantouch.com,2,solar-electric,31,63
nmalvin@hatfan.com,1,solar-electric,94,77
nmcdoniel@sumace.com,1,solar-electric,42,97
nmcrae@xx-holding.com,1,solar-electric,49,52
nmontezuma@iselectrics.com,1,solar-electric,21,80
nnestle@zoomit.com,1,solar-electric,,18
nnicolozakes@hottechi.com,1,solar-electric,37,78
nnunlee@plusstrip.com,1,solar-electric,,148
nparlato@goodsilron.com,1,solar-electric,25,17
nparvis@donquadtech.com,1,wind,11,62
nperin@bioholding.com,1,solar-electric,32,65
nreiber@konex.com,1,solar-electric,38,105
nriden@iselectrics.com,1,solar-electric,27,50
nriden@iselectrics.com,2,solar-electric,39,65
nryser@rangreen.com,1,solar-electric,22,16
nschmaltz@betatech.com,1,solar-electric,27,70
nsetter@plusstrip.com,1,wind,,68
nshinko@y-corporation.com,1,solar-electric,86,18
nsimilton@kan-code.com,1,wind,,107
nstaback@donware.com,1,solar-electric,,103
nswayze@rantouch.com,1,solar-electric,47,91
nsweely@isdom.com,1,solar-electric,,121
nsyrop@finhigh.com,1,solar-electric,,140
nvanheusen@rangreen.com,1,solar-electric,30,21
nweight@faxquote.com,1,solar-electric,71,129
nweight@stanredtax.com,1,solar-electric,23,88
nweight@stanredtax.com,2,solar-electric,12,16
nweight@stanredtax.com,3,wind,40,111
nzepp@stanredtax.com,1,solar-electric,73,133
obuvens@nam-zim.com,1,solar-electric,38,70
ocryer@xx-zobam.com,1,solar-electric,16,16
odinos@betatech.com,1,solar-electric,123,221
oeroman@donware.com,1,solar-electric,53,19
ohoogland@betasoloin.com,1,solar-electric,19,68
ohudnall@ron-tech.com,1,wind,,59
ohusser@codehow.com,1,wind,47,34
ohusser@codehow.com,2,wind,24,19
oloder@dambase.com,1,wind,13,125
omenter@dambase.com,1,solar-electric,,16
opaa@codehow.com,1,solar-electric,64,191
opaulas@conecom.com,1,solar-electric,,21
oplumer@sumace.com,1,solar-electric,53,41
oregusters@openlane.com,1,solar-electric,41,55
oryser@rantouch.com,1,wind,16,39
oschemmer@opentech.com,1,solar-electric,35,17
ostockham@y-corporation.com,1,solar-electric,32,90
oyglesias@stanredtax.com,1,solar-electric,13,66
oyori@green-plus.com,1,solar-electric,,84
pacey@funholding.com,1,wind,11,56
pacey@funholding.com,2,solar-electric,20,22
paquas@newex.com,1,solar-electric,,21
paredondo@opentech.com,1,solar-electric,113,84
pbilden@openlane.com,1,solar-electric,30,140
pbookamer@donware.com,1,solar-electric,,54
pcookey@zoomit.com,1,solar-electric,14,78
pehmann@conecom.com,1,solar-electric,18,21
pennaco@doncon.com,1,solar-electric,34,28
pfortino@nam-zim.com,1,solar-electric,17,24
pgellinger@plexzap.com,1,solar-electric,30,59
phanafan@rangreen.com,1,solar-electric,57,140
phaufler@hottechi.com,1,solar-electric,34,70
phirpara@rangreen.com,1,solar-electric,59,74
phoffis@kan-code.com,1,solar-electric,115,40
phoopengardner@blackzim.com,1,solar-electric,12,74
pisenhower@blackzim.com,1,solar-electric,,228
piturbide@green-plus.com,1,solar-electric,54,135
pkeetch@green-plus.com,1,solar-electric,,57
pkippley@y-corporation.com,1,solar-electric,29,52
pkitzman@y-corporation.com,1,solar-electric,31,38
pkolmetz@dontechi.com,1,wind,18,67
placovara@silis.com,1,wind,23,18
plary@fasehatice.com,1,solar-electric,36,76
pmaynerich@dontechi.com,1,solar-electric,18,121
pmaynerich@dontechi.com,2,solar-electric,,67
pmclaird@streethex.com,1,wind,36,78
pmeinerding@konex.com,1,solar-electric,,105
pmeinerding@konex.com,2,solar-electric,,55
pperez@rangreen.com,1,solar-electric,14,22
pperez@statholdings.com,1,solar-electric,,118
ppolidori@golddex.com,1,wind,26,15
pradde@bioholding.com,1,solar-electric,29,125
prentfro@singletechno.com,1,solar-electric,,51
prentfro@singletechno.com,2,solar-electric,,77
prowling@y-corporation.com,1,solar-electric,24,47
psamara@xx-holding.com,1,wind,63,119
psawchuk@j-texon.com,1,solar-electric,,17
psilvestrini@xx-zobam.com,1,solar-electric,37,41
pstaback@goodsilron.com,1,solar-electric,,83
ptheodorov@codehow.com,1,wind,,61
pvarriano@xx-holding.com,1,wind,11,122
pweight@warephase.com,1,solar-electric,,22
pwesterbeck@funholding.com,1,solar-electric,,52
pzagen@sunnamplex.com,1,solar-electric,34,110
pzurcher@faxquote.com,1,solar-electric,,53
pzurcher@xx-holding.com,1,solar-electric,45,16
qflosi@domzoom.com,1,solar-electric,,46
qfortino@plusstrip.com,1,solar-electric,,25
qhagele@dalttechnology.com,1,solar-electric,12,147
qjurney@bioholding.com,1,solar-electric,,24
qkiel@streethex.com,1,solar-electric,83,91
qlother@plussunin.com,1,solar-electric,,173
qlouissant@sumace.com,1,solar-electric,10,37
qneither@domzoom.com,1,solar-electric,,35
qpapasergi@stanredtax.com,1,solar-electric,,162
qschmierer@hatfan.com,1,solar-electric,66,73
qstaback@hatfan.com,1,solar-electric,19,113
qzepp@ganjaflex.com,1,wind,39,93
racey@yearin.com,1,solar-electric,15,66
racey@yearin.com,2,solar-electric,,37
rahle@bioholding.com,1,solar-electric,,64
rahle@bioholding.com,2,solar-electric,40,24
ralbares@nam-zim.com,1,solar-electric,19,16
ralbares@y-corporation.com,1,solar-electric,44,121
rarceo@blackzim.com,1,wind,25,107
raredondo@faxquote.com,1,solar-electric,,18
raredondo@statholdings.com,1,solar-electric,21,68
rbachman@sumace.com,1,solar-electric,38,38
rbachman@sumace.com,2,solar-electric,,66
rbatman@streethex.com,1,wind,36,24
rbenimadho@rangreen.com,1,solar-electric,,78
rbergesen@singletechno.com,1,solar-electric,29,110
rbiddy@konmatfix.com,1,solar-electric,,19
rbiddy@plexzap.com,1,solar-electric,,64
rbiddy@zathunicon.com,1,wind,11,115
rbirkner@plusstrip.com,1,wind,11,105
rbirkner@scottech.com,1,solar-electric,,73
rbolognia@finhigh.com,1,solar-electric,32,45
rbolognia@finhigh.com,2,solar-electric,,114
rborgman@toughzap.com,1,solar-electric,,88
rbowley@rangreen.com,1,solar-electric,33,22
rbreland@faxquote.com,1,solar-electric,54,31
rbrideau@iselectrics.com,1,solar-electric,,79
rbrideau@j-texon.com,1,solar-electric,,60
rbrucato@faxquote.com,1,solar-electric,23,53
rbrucato@toughzap.com,1,solar-electric,11,65
rcallaro@groovestreet.com,1,solar-electric,,22
rcandlish@treequote.com,1,solar-electric,31,67
rcantres@silis.com,1,solar-electric,16,46
rchavous@dontechi.com,1,solar-electric,90,68
rchickering@rantouch.com,1,solar-electric,86,82
rcorrio@newex.com,1,solar-electric,47,23
rcousey@dontechi.com,1,solar-electric,,42
rcrupi@condax.com,1,solar-electric,,95
rcrupi@sunnamplex.com,1,solar-electric,,44
rdemesa@finjob.com,1,solar-electric,15,65
rdenooyer@hatfan.com,1,wind,17,52
rdhamer@golddex.com,1,solar-electric,41,23
rdickerson@blackzim.com,1,solar-electric,108,110
rdickerson@groovestreet.com,1,solar-electric,37,15
rdilliard@year-job.com,1,solar-electric,15,90
rdorshorst@labdrill.com,1,wind,16,35
reanes@toughzap.com,1,solar-electric,32,117
rehmann@bioholding.com,1,solar-electric,26,52
remigh@condax.com,1,solar-electric,,68
remigh@treequote.com,1,wind,,26
reschberger@streethex.com,1,solar-electric,35,113
rfeichtner@betasoloin.com,1,solar-electric,24,19
rfigeroa@streethex.com,1,solar-electric,81,65
rflister@fasehatice.com,1,solar-electric,14,142
rgabisi@fasehatice.com,1,solar-electric,,101
rgalam@labdrill.com,1,solar-electric,,85
rgalam@labdrill.com,2,solar-electric,18,48
rgehrett@konex.com,1,solar-electric,,112
rgellinger@stanredtax.com,1,solar-electric,48,123
rgellinger@sunnamplex.com,1,wind,32,108
rgesick@kan-code.com,1,solar-electric,,54
rgibes@finhigh.com,1,solar-electric,,140
rglick@xx-zobam.com,1,solar-electric,22,65
rgochal@hottechi.com,1,solar-electric,18,57
rgood@nam-zim.com,1,wind,21,81
rhalter@konmatfix.com,1,solar-electric,13,86
rharnos@lexiqvolax.com,1,solar-electric,,43
rharoldson@plexzap.com,1,solar-electric,118,150
rhauenstein@rangreen.com,1,solar-electric,47,27
rhaufler@ron-tech.com,1,solar-electric,,22
rhaufler@ron-tech.com,2,solar-electric,17,95
rheintzman@silis.com,1,solar-electric,25,35
rhengel@yearin.com,1,wind,,50
rhengel@yearin.com,2,solar-electric,23,35
rhiatt@warephase.com,1,solar-electric,23,38
rhirpara@newex.com,1,solar-electric,,32
rhochard@plussunin.com,1,solar-electric,19,129
rhollack@labdrill.com,1,solar-electric,48,148
rinouye@rundofase.com,1,wind,44,47
rjuvera@xx-holding.com,1,solar-electric,,110
rkeneipp@konex.com,1,solar-electric,,106
rkeneipp@konex.com,2,wind,,15
rketelsen@j-texon.com,1,solar-electric,,207
rkippley@y-corporation.com,1,solar-electric,10,121
rkippley@y-corporation.com,2,solar-electric,49,89
rklang@rangreen.com,1,solar-electric,,99
rkoppinger@newex.com,1,solar-electric,,83
rkusko@finhigh.com,1,solar-electric,,113
rlacovara@green-plus.com,1,wind,63,15
rlary@iselectrics.com,1,solar-electric,16,49
rlary@j-texon.com,1,solar-electric,16,44
rlayous@conecom.com,1,solar-electric,99,116
rlietz@nam-zim.com,1,wind,18,105
rlietz@statholdings.com,1,solar-electric,31,81
rlimmel@singletechno.com,1,solar-electric,80,17
rmallett@rantouch.com,1,solar-electric,,199
rmarrier@treequote.com,1,solar-electric,36,15
rmarrier@treequote.com,2,solar-electric,20,31
rmccullan@ontomedia.com,1,solar-electric,,38
rmconnell@conecom.com,1,wind,41,109
rmonterrubio@funholding.com,1,solar-electric,48,52
rmonterrubio@iselectrics.com,1,solar-electric,55,69
rmorocco@donquadtech.com,1,solar-electric,63,92
rmunns@streethex.com,1,wind,14,45
rnachor@ron-tech.com,1,wind,18,20
rnachor@ron-tech.com,2,solar-electric,36,76
rnayar@iselectrics.com,1,solar-electric,41,41
rnunlee@labdrill.com,1,wind,63,148
roldroyd@fasehatice.com,1,wind,,52
roldroyd@fasehatice.com,2,solar-electric,17,19
rostrosky@stanredtax.com,1,wind,48,109
rpagliuca@konmatfix.com,1,solar-electric,31,27
rpapasergi@labdrill.com,1,solar-electric,17,127
rperin@scottech.com,1,solar-electric,,91
rperruzza@green-plus.com,1,solar-electric,14,36
rragel@dalttechnology.com,1,solar-electric,20,139
rragel@silis.com,1,solar-electric,55,104
rrhoden@scottech.com,1,solar-electric,11,82
rrhoden@y-corporation.com,1,solar-electric,17,104
rrodeigues@toughzap.com,1,wind,26,18
rrodenberger@statholdings.com,1,solar-electric,11,15
rrulapaugh@xx-holding.com,1,wind,39,55
rsaras@condax.com,1,wind,,44
rsawchuk@green-plus.com,1,wind,27,25
rscheyer@scotfind.com,1,solar-electric,,105
rscipione@codehow.com,1,solar-electric,,29
rshin@golddex.com,1,solar-electric,12,24
rshin@golddex.com,2,wind,34,111
rshin@golddex.com,3,solar-electric,,58
rsteffensmeier@xx-holding.com,1,solar-electric,31,77
rsteier@labdrill.com,1,solar-electric,42,67
rstem@inity.com,1,solar-electric,23,21
rstoltzman@y-corporation.com,1,solar-electric,54,156
rstuer@bioplex.com,1,solar-electric,69,72
rstuer@zumgoity.com,1,solar-electric,15,89
rsturiale@funholding.com,1,solar-electric,11,59
rsuell@y-corporation.com,1,wind,20,86
rsuffield@faxquote.com,1,solar-electric,,77
rswayze@fasehatice.com,1,solar-electric,,39
rsweely@zoomit.com,1,solar-electric,110,108
rtheodorov@streethex.com,1,solar-electric,10,54
rtoelkes@konmatfix.com,1,wind,47,50
rtomblin@faxquote.com,1,solar-electric,14,99
rtomblin@faxquote.com,2,solar-electric,24,83
rtoyama@dontechi.com,1,solar-electric,,64
rtromblay@yearin.com,1,solar-electric,,203
rvanheusen@cancity.com,1,solar-electric,,17
rvinning@gogozoom.com,1,solar-electric,36,30
rvonasek@newex.com,1,solar-electric,14,16
rvonasek@newex.com,2,solar-electric,45,64
rvonasek@sumace.com,1,solar-electric,37,142
rwalthall@gogozoom.com,1,solar-electric,50,116
rwitten@nam-zim.com,1,solar-electric,14,88
rwolfgramm@nam-zim.com,1,solar-electric,44,19
rworlds@zoomit.com,1,solar-electric,31,82
rzane@zencorporation.com,1,wind,14,31
rzurcher@scotfind.com,1,wind,15,64
sadkin@ontomedia.com,1,solar-electric,66,34
sadkin@rangreen.com,1,solar-electric,35,88
sadkin@rangreen.com,2,solar-electric,21,33
sagramonte@donquadtech.com,1,solar-electric,14,18
salbares@donware.com,1,solar-electric,40,60
samigon@labdrill.com,1,solar-electric,29,123
sandreason@scotfind.com,1,solar-electric,10,50
sauber@ontomedia.com,1,solar-electric,31,92
sauber@ontomedia.com,2,solar-electric,38,108
sauffrey@xx-holding.com,1,solar-electric,17,22
sbachman@xx-holding.com,1,solar-electric,104,21
sbarfield@kan-code.com,1,solar-electric,10,75
sberganza@betatech.com,1,solar-electric,54,37
sberganza@donquadtech.com,1,solar-electric,39,23
sberlanga@rangreen.com,1,solar-electric,,71
sberlanga@rangreen.com,2,wind,12,54
sberray@zotware.com,1,solar-electric,123,23
sbevelacqua@konmatfix.com,1,solar-electric,,68
sbevelacqua@konmatfix.com,2,solar-electric,19,17
sblunk@ganjaflex.com,1,solar-electric,48,104
sblunk@ganjaflex.com,2,solar-electric,,50
sbolognia@sunnamplex.com,1,wind,,107
sbookamer@doncon.com,1,wind,,79
sbookamer@green-plus.com,1,solar-electric,71,180
sboulter@finhigh.com,1,solar-electric,15,99
sboulter@finhigh.com,2,solar-electric,19,47
sbourbon@fasehatice.com,1,solar-electric,41,94
sbreland@newex.com,1,solar-electric,,91
sbriddick@condax.com,1,solar-electric,36,111
sbubash@toughzap.com,1,solar-electric,51,139
scaldarera@treequote.com,1,solar-electric,27,27
scanlas@warephase.com,1,solar-electric,,178
schesterfield@zencorporation.com,1,solar-electric,42,67
scloney@konmatfix.com,1,solar-electric,45,44
scomnick@zencorporation.com,1,wind,,71
scorrington@donware.com,1,solar-electric,,224
scorrington@goodsilron.com,1,wind,15,54
sdegonia@yearin.com,1,wind,38,140
sdeleo@streethex.com,1,solar-electric,17,73
sdevreese@streethex.com,1,solar-electric,32,64
sdhamer@fasehatice.com,1,solar-electric,,18
sdhamer@fasehatice.com,2,solar-electric,34,45
sdiestel@funholding.com,1,solar-electric,19,92
sdilello@bioplex.com,1,solar-electric,,54
sdorshorst@betasoloin.com,1,solar-electric,,141
sduenas@cancity.com,1,solar-electric,45,17
sduenas@plussunin.com,1,solar-electric,17,41
sehmann@labdrill.com,1,wind,,69
sehmann@treequote.com,1,solar-electric,20,107
sengelberg@sunnamplex.com,1,solar-electric,,140
sflosi@goodsilron.com,1,solar-electric,10,23
sflosi@goodsilron.com,2,solar-electric,,91
sflosi@goodsilron.com,3,solar-electric,33,79
sfrankel@fasehatice.com,1,solar-electric,,23
sfrey@openlane.com,1,solar-electric,41,74
sfunnell@newex.com,1,solar-electric,,170
sgehrett@dontechi.com,1,solar-electric,,96
sgellinger@ganjaflex.com,1,wind,25,99
sgellinger@rundofase.com,1,solar-electric,59,70
sgesick@kinnamplus.com,1,wind,40,20
sgibes@rantouch.com,1,solar-electric,33,41
sgillian@silis.com,1,wind,,23
sgoldammer@silis.com,1,solar-electric,37,21
sgoldammer@silis.com,2,solar-electric,39,46
sgrenet@sonron.com,1,solar-electric,,46
shalter@groovestreet.com,1,solar-electric,37,16
shalter@zathunicon.com,1,solar-electric,,120
sharoldson@yearin.com,1,solar-electric,11,101
sharoldson@zoomit.com,1,solar-electric,23,17
shirpara@betatech.com,1,solar-electric,17,80
shochard@ganjaflex.com,1,solar-electric,14,60
shughey@zotware.com,1,solar-electric,,22
sjeanty@scotfind.com,1,solar-electric,107,99
sjeanty@sonron.com,1,solar-electric,45,48
sjulia@openlane.com,1,solar-electric,46,112
sjurney@cancity.com,1,solar-electric,,21
sjuvera@year-job.com,1,solar-electric,,24
skiel@zoomit.com,1,solar-electric,44,204
skitzman@fasehatice.com,1,solar-electric,,166
skitzman@finhigh.com,1,solar-electric,28,73
sklang@conecom.com,1,solar-electric,,114
sklimek@golddex.com,1,wind,25,41
skorando@codehow.com,1,wind,21,61
slatzke@mathtouch.com,1,solar-electric,25,69
sleinenbach@plussunin.com,1,solar-electric,52,44
slinahan@toughzap.com,1,solar-electric,25,165
sliukko@stanredtax.com,1,solar-electric,,18
sloder@kan-code.com,1,solar-electric,40,56
slukasik@finjob.com,1,wind,33,107
slungren@nam-zim.com,1,solar-electric,75,20
smaisto@sonron.com,1,solar-electric,25,89
